title,company,location,salary,skills,url,skills_normalized
Data Analyst,Aerobus Transport Manunggal,Payung Sekaki,Rp 7 jt-9 jt,,https://glints.com/id/opportunities/jobs/data-analyst/eecf36e9-b8d9-4454-9744-52328d7ab8a4?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT Sigma Global Teknologi,Setiabudi,Rp 7 jt-9 jt,,https://glints.com/id/opportunities/jobs/data-analyst/f3717436-ac0c-4864-aa82-9d1dbb224602?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst Internship,PT Taharica,Duren Sawit,Rp 1 jt-1 jt,,https://glints.com/id/opportunities/jobs/data-analyst-internship/1cf37384-3347-46e0-8f42-3ee8f2dc6b4b?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,Bwbyaz,Serpong,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-analyst/3e2fa174-f4c0-406e-9077-c120d241a86d?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT Sigma Global Teknologi,Tanah Abang,Rp 8 jt-11 jt,,https://glints.com/id/opportunities/jobs/data-analyst/76a63483-a77a-4546-a8ea-5c60e8f5dc31?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,Kan Jia Indonesia,Cakung,"Rp 5,5 jt-6 jt",,https://glints.com/id/opportunities/jobs/data-analyst/23fe31f9-aaf0-440f-bb9c-a9220752cc44?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,Alcavella Indonesia,Margaasih,Rp 5 jt-7 jt,,https://glints.com/id/opportunities/jobs/data-analyst/0b4cc961-9cf8-43f5-9904-d8ea91afbfb1?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT Keranjang Sukses Indonesia,Kuta,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-analyst/58be65cb-7563-4a70-8b46-3365a47c03c0?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT Solusindo Digital Holistik,Setiabudi,Rp 8 jt-11 jt,,https://glints.com/id/opportunities/jobs/data-analyst/75a910dd-3963-4676-8d57-a97d7f3647bc?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT. Cahaya Poles Mulia,Dukuh Pakis,Rp 5 jt-6 jt,,https://glints.com/id/opportunities/jobs/data-analyst/07bb7d8f-7662-4ab5-9a9b-ccdd5d870ad4?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT. Rayindo Toropma Abadi (Rcraft.indo),Cinere,"Rp 5,5 jt-6 jt",,https://glints.com/id/opportunities/jobs/data-analyst/2ddfb556-717d-405d-8932-facea198b944?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,Unitech Indonesia,Sukun,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-analyst/1e0364be-ed15-40cf-83d9-37ef5abaafff?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT Tata Jago Utama (KABOBS Premium Kebab),Batununggal,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-analyst/d7dd014f-fdc5-43db-afb6-5b66b7c088bc?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT Katalyst Partner Consulting,Kemayoran,Rp 5 jt-7 jt,,https://glints.com/id/opportunities/jobs/data-analyst/05fe5a09-4246-4023-a708-336f96df1514?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,Tamtech International,Kapanewon Depok,Rp 6 jt-8 jt,,https://glints.com/id/opportunities/jobs/data-analyst/437f7be7-3d2b-45bf-8ec3-68830a6c8ae2?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,Vherkudara Eyewear,Kapanewon Depok,"Rp 2,5 jt-3,3 jt",,https://glints.com/id/opportunities/jobs/data-analyst/2c6c8fab-eede-4102-90c4-86e45fc60c06?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT. Pancasona Dayasakti,Cilincing,Rp 5 jt-6 jt,,https://glints.com/id/opportunities/jobs/data-analyst/1f25e289-26d6-429c-ab21-62b7e83e57e7?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT Lintas Semesta,Larangan,"Rp 5 jt-5,5 jt",,https://glints.com/id/opportunities/jobs/data-analyst/bc89e33c-020f-426a-b4ef-867f4671098c?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data analyst,OSCM Indonesia,Gayungan,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-analyst/fbceb3cc-e77d-4933-9fad-77eb1b1594f7?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,Pt Kreator Solusi Informasi,Cakung,Rp 6 jt-7 jt,,https://glints.com/id/opportunities/jobs/data-analyst/883bc89f-7ff0-4d91-be52-4c2b970b2de1?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
IT Data Analyst (Internship),Expat. Roasters,Kuta Utara,Rp 900 rb-1 jt,,https://glints.com/id/opportunities/jobs/it-data-analyst-internship/33f0bd5e-58e1-4c13-ba1d-93cd8ab11a34?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Senior Data Analyst,PT. WINOD RITEL INDONESIA,Karang Tengah,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/senior-data-analyst/01219fd2-f2cf-4b44-96b7-9199e7c10d2d?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Junior Data Analyst,PT Pasti Makmur Abadi,Karawaci,"Rp 5 jt-6,5 jt",,https://glints.com/id/opportunities/jobs/junior-data-analyst/2dbcc71c-afd8-4b4b-b56f-231a353f2605?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Senior Data Analyst,Foodizz,Cicendo,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/senior-data-analyst/fe368217-feae-40c2-9d57-5b70fffa2e65?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst [ASAP],PT Sigma Global Teknologi,Tanah Abang,"Rp 9,5 jt-11 jt",,https://glints.com/id/opportunities/jobs/data-analyst-asap/e6d2e07e-4e88-4122-8da7-ef9c40272045?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst Intern,PT. MEA AGENSI DIGITAL,Andir,Rp 1 jt,,https://glints.com/id/opportunities/jobs/data-analyst-intern/5aadf238-e120-413b-8ab7-f8e916a4ea2a?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst Warehouse,Staff Inc Affiliator,Tigaraksa,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-analyst-warehouse/d6306bd7-8155-4228-a347-d5a2a7a133e6?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Marketing Data Analyst,PT Capella Dinamik Nusantara,Payung Sekaki,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/marketing-data-analyst/c0ba6247-b4e7-4238-9bbe-22b790636724?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Admin Data Analyst,PT GIAT KARYA NUSANTARA,Ngamprah,Rp 3 jt-4 jt,,https://glints.com/id/opportunities/jobs/admin-data-analyst/4a7f2e2c-5b0d-4a4c-8f2d-a610db9a51a1?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst Warehouse,Staffinc Affiliate,Curug,Rp 3 jt-4 jt,,https://glints.com/id/opportunities/jobs/data-analyst-warehouse/8830ca72-302d-41ae-a65a-3f0633f0e908?utm_referrer=explore&traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,Aerobus Transport Manunggal,Payung Sekaki,Rp 7 jt-9 jt,,https://glints.com/id/opportunities/jobs/data-analyst/eecf36e9-b8d9-4454-9744-52328d7ab8a4?traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,PT Sigma Global Teknologi,Setiabudi,Rp 7 jt-9 jt,,https://glints.com/id/opportunities/jobs/data-analyst/f3717436-ac0c-4864-aa82-9d1dbb224602?traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst Internship,PT Taharica,Duren Sawit,Rp 1 jt-1 jt,,https://glints.com/id/opportunities/jobs/data-analyst-internship/1cf37384-3347-46e0-8f42-3ee8f2dc6b4b?traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Analyst,Bwbyaz,Serpong,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-analyst/3e2fa174-f4c0-406e-9077-c120d241a86d?traceInfo=e519943d-e511-4bb2-9646-94f05922400d,"Data Analysis, Data Visualization, Microsoft Excel, Power BI, Python, SQL, Statistics"
Data Engineer,Pt. Solusi Pembayaran Elektronik,Cipondoh,Rp 9 jt-13 jt,,https://glints.com/id/opportunities/jobs/data-engineer/6db124fe-6a46-4581-b3a1-150c60b6e0a4?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,DGW Group,Tanjung Priok,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-engineer/fc09bcda-98e5-421e-a272-d65d99c65ffa?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Dewasz Laundry & Drycleaning Services,Setiabudi,Rp 20 jt-23 jt,,https://glints.com/id/opportunities/jobs/data-engineer/51c37a93-5f64-4bb2-9bb9-abfd0e788c86?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,IDE Asia,Pancoran,"Rp 7,2 jt-11 jt",,https://glints.com/id/opportunities/jobs/data-engineer/22d5a22e-34b4-4bd3-8a54-4fde2d74919c?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Nodewave Indonesia,Kebon Jeruk,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-engineer/3c71b331-a5d9-47e1-8cb2-89602b783810?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,PT Tricada Intronik,Coblong,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-engineer/1f4ed294-0d16-4cfe-9743-31d323794227?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,PT DATA TEAM CONSULTANT,Kebayoran Baru,Rp 10 jt-14 jt,,https://glints.com/id/opportunities/jobs/data-engineer/eb996830-51b9-499f-a381-f048c6da6eae?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
L1 - Big Data Engineer,PT Data Labs Analytics,Tanah Abang,Rp 5 jt-6 jt,,https://glints.com/id/opportunities/jobs/l1-big-data-engineer/d576e139-8288-4c9c-93dd-4ca5b7102fc5?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Vesperia Global Merdeka,Jatinegara,"Rp 6,5 jt-11 jt",,https://glints.com/id/opportunities/jobs/data-engineer/eb21036a-db2c-4fba-b786-e6dec614e558?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,PT. Sukses Corp International,Sawah Besar,Rp 8 jt-12 jt,,https://glints.com/id/opportunities/jobs/data-engineer/8cf5e60c-8b1f-42d2-af9a-981c10258634?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
DATA ENGINEER,PT Info Cahaya Hero,Banjarsari,"Rp 2,5 jt-3 jt",,https://glints.com/id/opportunities/jobs/data-engineer/0b07dc07-c548-4e76-9607-5f8d1dfd2a53?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Markethac,Kebon Jeruk,Rp 9 jt-12 jt,,https://glints.com/id/opportunities/jobs/data-engineer/75876fb1-5ac8-4ba5-a7ae-6bacd281aed7?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
DATA ENGINEER,PT Info Cahaya Hero,Banjarsari,"Rp 2,8 jt-3,8 jt",,https://glints.com/id/opportunities/jobs/data-engineer/5c631fb5-ab55-4f83-807d-d04ad884a382?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Senior Data Engineer,PT. Aigen Global Teknologi,Setiabudi,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/senior-data-engineer/09811322-0a03-418e-8147-f4dfc8fd9129?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
IoT Data Engineer,PT Damai Abadi,Sunggal,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/iot-data-engineer/7077a47e-d738-45ea-9546-46e340023e0b?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Internship Data Engineer,Kumparan,Pasar Minggu,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/internship-data-engineer/67a608b8-c91e-436f-b129-8ef70d8ae9ed?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Middle Data Engineer,Celerates,Tanjung Priok,Rp 10 jt-13 jt,,https://glints.com/id/opportunities/jobs/middle-data-engineer/5ca03549-63a5-467a-b002-d12dd88ddaa3?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Junior Data Engineer,Celerates,Tanjung Priok,"Rp 7 jt-8,5 jt",,https://glints.com/id/opportunities/jobs/junior-data-engineer/0ecd540a-d031-4a35-814c-e1b97c223d8e?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,PT Badr Interactive,Sukmajaya,Rp 7 jt-10 jt,,https://glints.com/id/opportunities/jobs/data-engineer/d875b086-bc88-4a63-a123-a6df05c6365d?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,PT Pronata Data Insani,Pasar Minggu,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-engineer/6a860da8-34c0-4545-a450-00f1f1e6f0c6?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Magna Solusi Indonesia,Tebet,Rp 7 jt-9 jt,,https://glints.com/id/opportunities/jobs/data-engineer/61445bc0-4cb9-43d4-ae5c-32fbc9fed8a2?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Arvis,Tanjung Priok,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-engineer/855d4b07-8ded-4b6b-8a49-83854f52bae1?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,PT Sigma Global Teknologi,Setiabudi,"Rp 6 jt-7,7 jt",,https://glints.com/id/opportunities/jobs/data-engineer/c2e9d225-5c47-4b45-a27b-fef42e695bf3?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Altek Citra Cemerlang,Gambir,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-engineer/91f3c089-3bb1-448f-99f9-d916a055deca?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Insignia,Kebon Jeruk,Rp 9 jt-12 jt,,https://glints.com/id/opportunities/jobs/data-engineer/e24898e3-ab93-419e-82e4-d569b6e17ef1?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,PT Shell Infotek Indonesia (Shell Infotech),Tanah Abang,Rp 9 jt-10 jt,,https://glints.com/id/opportunities/jobs/data-engineer/4ba38284-8788-4386-a120-ec7d3e54f85b?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,PT Pro Sigmaka Mandiri,Mampang Prapatan,Rp 6 jt-7 jt,,https://glints.com/id/opportunities/jobs/data-engineer/dfd28c06-270a-4124-a8eb-b7810105c9e7?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Dikshatek Indonesia,Grogol Petamburan,Rp 8 jt-11 jt,,https://glints.com/id/opportunities/jobs/data-engineer/d05a6d39-b8fb-4a8e-a4f2-82e6c1caaf7a?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,PT Imecon Teknindo,Pasar Minggu,Rp 6 jt-11 jt,,https://glints.com/id/opportunities/jobs/data-engineer/d73fdbf2-05b5-49a6-8e2f-2155077eb415?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer (Project Based),GITS Indonesia,Serpong,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-engineer-project-based/4ae26e32-1016-4a72-ab67-d3b5ae0a3e00?utm_referrer=explore&traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Pt. Solusi Pembayaran Elektronik,Cipondoh,Rp 9 jt-13 jt,,https://glints.com/id/opportunities/jobs/data-engineer/6db124fe-6a46-4581-b3a1-150c60b6e0a4?traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,DGW Group,Tanjung Priok,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/data-engineer/fc09bcda-98e5-421e-a272-d65d99c65ffa?traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,Dewasz Laundry & Drycleaning Services,Setiabudi,Rp 20 jt-23 jt,,https://glints.com/id/opportunities/jobs/data-engineer/51c37a93-5f64-4bb2-9bb9-abfd0e788c86?traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Data Engineer,IDE Asia,Pancoran,"Rp 7,2 jt-11 jt",,https://glints.com/id/opportunities/jobs/data-engineer/22d5a22e-34b4-4bd3-8a54-4fde2d74919c?traceInfo=955aad82-fe48-45ef-a361-5c31f58f00df,"Airflow, BigQuery, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark, dbt"
Software Engineer,PT Prima Vista Solusi,Setiabudi,"Rp 5,8 jt-9 jt",,https://glints.com/id/opportunities/jobs/software-engineer/10f46bd9-90ee-462b-88ab-2da2b810c801?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Software Engineer,PT Unipro Indonesia Abadi,Kalideres,"Rp 5,8 jt-9 jt",,https://glints.com/id/opportunities/jobs/software-engineer/074e97c4-2213-4685-8dfa-e22ed2003d9c?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Software Developer,PT Jaya Mulia Permata,Jatinegara,"Rp 5,5 jt-6,5 jt",,https://glints.com/id/opportunities/jobs/software-developer/c660c883-74f8-428f-b6c8-60db750592e7?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Software Engineer,PT. Meteor Inovasi Digital,Cisauk,Rp 7 jt-9 jt,,https://glints.com/id/opportunities/jobs/software-engineer/ab86b7d4-92c9-42ae-9aa4-20ad1b9c37df?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Software Engineer,BSG Group,Setu,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/software-engineer/1a0c882c-fbb1-4162-a02f-7a6c9ff237dd?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Software Developer,PT Janar Solar Energy,Blahbatuh,Rp 4 jt-6 jt,,https://glints.com/id/opportunities/jobs/software-developer/fff50c82-7e34-4b91-9c78-986c1856d6c9?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Software Engineer,Simplifa.ai,Pasar Minggu,Rp 17 jt-20 jt,,https://glints.com/id/opportunities/jobs/software-engineer/cf7c6539-77f9-44b9-9555-7c5ab42f0af4?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Junior Software Developer,PT Stampindo Lancar Jaya,Kembangan,Rp 6 jt-8 jt,,https://glints.com/id/opportunities/jobs/junior-software-developer/c0dce4c0-246a-48c0-bc63-9fb5e472c595?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
DevOps Software Engineer,Pt Vanz Inovatif Teknologi (qbit),Menteng,Rp 8 jt-11 jt,,https://glints.com/id/opportunities/jobs/devops-software-engineer/6924146e-4bda-48ba-aea2-062bf37485cf?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Software Engineer (Semarang),PT. Norxel Teknologi Indonesia,Tugu,"Rp 3 jt-3,5 jt",,https://glints.com/id/opportunities/jobs/software-engineer-semarang/4434c096-4b24-4106-9f00-2581376833d2?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Senior Software Engineer,Vostra Internasional,Jatisampurna,Tidak Ditampilkan,,https://glints.com/id/opportunities/jobs/senior-software-engineer/f3d56b53-3d2a-4369-bb9e-ea5120d879a4?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
Software Engineer (Sitecore),PT Suitmedia Kreasi Indonesia,Pasar Minggu,Rp 5 jt-9 jt,,https://glints.com/id/opportunities/jobs/software-engineer-sitecore/6a26be24-c61e-4071-a2a5-b03c51892a6c?utm_referrer=explore&traceInfo=df6ae453-3deb-4f94-a093-4a2ffb20e466,
